wdid,spectype,teff,Dteff,logg,Dlogg
2QZ J114310.2-014529,DZ,9583.0,342.0,7.9926,
2QZ J114518.6-021210,DC,6841.0,,8.414,
2QZ J114724.3-024522,DA,8700.0,,7.554,
2QZ J114903.0-025542,DA,8400.0,,7.333,
2QZ J114955.5-004227,DA:,7542.0,,7.67,
2QZ J115044.7+004209,DA:,6756.0,,8.184,
2QZ J115138.5-011947,DA:,7017.0,,7.414,
2QZ J115440.7+011632,DA,16174.0,1425.0,8.172,0.124
2QZ J115618.9+011745,DA,7132.0,,7.619,
2QZ J115750.5-012955,DA:,6703.0,,8.032,
2QZ J115803.9-004712,DA,11563.0,702.0,7.895,0.119
2QZ J115812.1-024801,DA,9912.0,97.0,7.97,0.12
2QZ J115816.5-012310,DA,38902.0,2993.0,7.35,0.37
2QZ J115835.7-013732,DA,18367.0,803.0,7.77,0.213
2QZ J120032.1-002005,DA,15524.0,,7.189,
2QZ J120038.5-005359,DA,,,,
2QZ J120102.6+002250,DA,7267.0,,8.459,
2QZ J120109.2-010759,DA,20038.0,,8.843,
2QZ J120130.3-003904,DA,17002.0,,8.135,
2QZ J120140.2-020354,DA:,7871.0,,8.057,
2QZ J120208.8+005551,DA,7514.0,,8.619,
2QZ J120257.1+003808,DA,7647.0,,7.9,
2QZ J120326.8+002654,DA,14161.0,,6.919,
2QZ J120327.3-012010,DA,6750.0,,7.368,
2QZ J120448.0+001950,DA,7531.0,,7.292,
2QZ J120515.8-024223,DA,13127.0,,6.55,
2QZ J120559.8-020218,DA:,8566.0,512.0,8.265,0.116
2QZ J120948.4-025539,DA,8090.0,100.0,8.14,0.15
2QZ J120957.1-012116,DA,7584.0,,7.874,
2QZ J121201.1-012015,DA,13121.0,,7.763,
2QZ J121219.0-011537,DB,14469.0,,8.28,
2QZ J121239.7+003207,DA:,7454.0,,8.325,
2QZ J121245.9-021555,DA,13841.0,685.0,8.158,0.068
2QZ J121637.1-014315,DA,12419.0,,7.243,
2QZ J121717.4-014445,DA,6927.0,,8.039,
2QZ J121717.7+014221,DA,9295.0,452.0,7.911,0.115
2QZ J121802.6+001541,DA:,7082.0,,8.412,
2QZ J121922.6-025401,DA,16633.0,1150.0,8.327,0.076
2QZ J122113.2-022015,DA,12953.0,1036.0,8.079,0.122
2QZ J122326.4-012731,DA,7648.0,,7.288,
2QZ J122358.3-002242,DA,13036.0,650.0,7.71,0.076
2QZ J122526.8-013750,DA,7897.0,53.0,6.634,0.144
2QZ J122555.3-024547,DZ,6934.0,245.0,8.156,
2QZ J122631.7-012726,DA:,6734.0,,8.188,
2QZ J122632.5-004401,DB,14937.0,,7.95,
2QZ J123044.6-012757,DA,7949.0,66.0,6.522,0.201
2QZ J123336.1+020254,DA,12774.0,1152.0,8.136,0.125
2QZ J123717.1-003900,DA,14335.0,,7.59,
2QZ J123828.7-024415,DA,7386.0,,7.139,
2QZ J123850.0+020414,DA,18334.0,1557.0,7.943,0.116
2QZ J124232.0-003538,DA:,7030.0,,8.687,
2QZ J124510.2+015902,DA,10856.0,293.0,7.501,0.061
2QZ J124629.2+003549,DA,8254.0,,8.0,
2QZ J124715.4+000941,DA,8432.017279359237,63.95912489018047,8.03951113978838,0.25
2QZ J124815.5+012432,DA,,,,
2QZ J125004.5+020517,DQ,7103.0,184.0,7.8589,
2QZ J125039.8+010836,DA,7874.0,,8.156,
2QZ J125121.9-013625,DA,8541.0,104.0,7.93,0.2
2QZ J125303.2+015910,DZ,6960.0,193.0,7.958,0.061
2QZ J125413.7+003114,DA,9954.0,,8.072,
2QZ J125435.7-011822,DC:,6913.0,,8.213,
2QZ J125459.8-014416,DA,7291.0,,8.348,
2QZ J125544.6-020435,DAB,7173.0,,6.299,
2QZ J125719.4-014909,DA,9274.0,,6.306,
2QZ J125743.9-020411,DAe,10315.0,,8.687,
2QZ J130141.5-021924,DA:,9269.0,392.0,7.731,0.108
2QZ J130215.1-000111,DA,13732.0,,7.848,
2QZ J130307.7-004745,DA,13038.0,822.0,7.74,0.105
2QZ J130533.1-003305,DA+M6,20804.0,395.0,8.09,0.07
2QZ J130722.7+002813,DA,10012.0,,7.944,
2QZ J130804.1+001141,DA,25806.0,647.0,7.75,0.095
2QZ J131125.1-003401,DA,6459.0,37.0,8.331,0.021
2QZ J131228.3-001437,DA,12012.0,,6.989,
2QZ J131230.1+014350,DA,12749.0,644.0,7.754,0.074
2QZ J131316.7+002122,DA,11714.0,,7.059,
2QZ J131419.7-002505,DA,10090.0,,8.029,
2QZ J131615.3-013436,DA,30335.0,372.0,7.87,0.1
2QZ J131731.0+014314,DB,15237.0,,7.74,
2QZ J132326.9-004157,DC,9197.0,,7.98,
2QZ J132352.9-002345,DA,13031.0,,6.835,
2QZ J132355.6-015647,DA,6693.0,,7.602,
2QZ J132835.2-013939,DC:,10743.0,523.0,8.401,0.098
2QZ J132838.9-001046,DA,10190.0,353.0,8.055,0.085
2QZ J132849.0-002427,DC,7895.0,280.0,7.964,0.084
2QZ J133117.0+014644,DA,10082.0,396.0,8.117,0.093
2QZ J133233.8-001327,DA,9273.0,371.0,7.885,0.104
2QZ J133246.7+014623,DA,10465.0,451.0,8.054,0.098
2QZ J133252.8+010942,DA,11878.0,470.0,7.998,0.072
2QZ J133511.7-023700,DA,9221.0,,8.218,
2QZ J133615.4+014050,DA,19393.0,,7.823,
2QZ J133649.5-012046,DA,13733.0,730.0,7.3,0.261
2QZ J133703.1-003910,DA:,10325.0,,8.643,
2QZ J133810.5-005218,DA,26851.0,1273.0,7.48,0.279
2QZ J133840.2-023821,DA,8463.0,320.0,7.612,0.121
2QZ J134139.5-020311,DA,19142.0,1287.0,8.52,0.239
2QZ J134156.0+002748,DB+M,28717.0,1000.0,7.803999999999999,0.005
2QZ J134416.4-023253,DA,17160.0,1139.0,7.99,0.32
2QZ J134531.0-005314,DAB,27496.0,915.0,5.07,0.13
2QZ J134538.4-000620,DA,10521.0,475.0,8.045,0.103
2QZ J134614.5+015127,DA,11650.0,712.0,8.219,0.121
2QZ J135507.2-015514,DC_VERYHOT,22288.0,,6.437,
2QZ J135632.4-014436,DA,15766.0,,7.921,
2QZ J135653.3-015353,DA,15597.0,,7.93,
2QZ J135823.6-020817,DA,11475.0,,7.772,
2QZ J135906.9-024207,DA,6785.0,,7.892,
2QZ J140051.6-015413,DQ,9394.0,237.0,8.6921,
2QZ J140052.4-015859,DA,11720.0,,8.309,
2QZ J140104.6-005621,DA,7328.0,,7.554,
2QZ J140214.9-023504,DA,9477.0,,6.846,
2QZ J140418.1+014634,DA,17637.0,,7.897,
2QZ J140500.9-023325,DA,8847.0,,8.449,
2QZ J140615.9-003715,DZ,7522.0,197.0,8.1035,
2QZ J140827.9-011533,DB:+M,11892.0,,8.392,
2QZ J141028.7-020048,DA,42191.0,751.0,7.75,0.08
2QZ J141741.2-014654,DA,19221.0,,8.338,
2QZ J141934.1-022412,DA,13668.0,,6.895,
2QZ J142101.4-021221,DC:,10440.0,,8.106,
2QZ J142126.2+004306,DA,6191.0,,6.64,
2QZ J142129.4-011204,DA,13981.0,,7.243,
2QZ J142254.1-020720,DA,40162.0,859.0,7.64,0.1
2QZ J142306.2+012637,DA,16934.0,,7.469,
2QZ J142645.3+015518,DA,7275.0,,7.969,
2QZ J142901.5-010106,DA,7955.0,,7.651,
2QZ J143043.8-022013,DA,10411.0,,7.841,
2QZ J143239.6-020317,DB,13289.0,,7.96,
2QZ J143607.3+000036,DA,15372.0,1165.0,7.923,0.091
2QZ J143954.3-015645,DA,46246.0,1506.0,7.9,0.13
2QZ J144436.3-010555,DA,17604.0,603.0,7.74,0.126
2QZ J144515.1-022459,DA,8549.0,519.0,7.952,0.131
2QZ J144544.7-013634,DA,54981.0,3762.0,7.44,0.24
2QZ J144642.2-013836,DA,14048.0,,8.006,
2QZ J144719.4-013612,DA,28355.0,,9.346,
2QZ J144756.7-012810,DA,15273.0,796.0,7.96,0.162
2QZ J144914.1-004958,DA,10179.0,,7.811,
2QZ J214325.1-280900,DA,9921.0,286.0,8.027,0.066
2QZ J214444.3-301200,DA,6566.0,231.0,8.355,0.084
2QZ J214457.1-310409,DB,16280.0,881.0,7.9,0.08
2QZ J214605.1-291908,DA,13217.0,648.0,8.006,0.101
2QZ J214612.1-312305,DA,11627.0,472.0,7.929,0.078
2QZ J214722.4-290540,DA,8885.0,104.0,7.918,0.023
2QZ J214816.5-282428,DB,14326.0,336.0,8.018,0.032
2QZ J214912.6-310341,DA,17969.0,493.0,7.97,0.032
2QZ J215153.4-291300,DA,13343.0,486.0,7.96,0.055
2QZ J215320.1-290540,DA,20180.0,574.0,8.457,0.027
2QZ J215427.5-291311,DA,9896.0,294.0,7.937,0.073
2QZ J215528.2-292021,DA,13099.0,239.0,7.992,0.021
2QZ J215838.5-284702,DA,11836.0,341.0,8.12,0.044
2QZ J215841.8-300135,DA,18007.0,998.0,7.994,0.076
2QZ J220102.0-280858,DA,11137.0,357.0,7.95,0.073
2QZ J220400.6-293033,DA,11271.0,739.0,8.382,0.123
2QZ J220553.3-283601,DA,12649.0,898.0,7.927,0.115
2QZ J220754.2-312628,DA,15970.0,932.0,7.931,0.101
2QZ J220850.6-314851,DA,9667.0,352.0,8.06,0.09
2QZ J220948.6-301357,DA,11800.0,493.0,7.892,0.065
2QZ J220955.7-293853,DZ,10695.0,619.0,7.686,0.125
2QZ J221008.1-295421,DB,19715.0,1728.0,7.909,0.112
2QZ J221101.8-275131,DA,15896.0,712.0,8.184,0.047
2QZ J221154.3-302434,DA,12588.0,827.0,7.833,0.103
2QZ J221402.3-283052,DB,20728.0,1112.0,8.062,0.043
2QZ J221415.0-284941,DB,21884.0,935.0,8.01,0.022
2QZ J221532.8-281252,DA,10746.0,536.0,8.008,0.097
2QZ J221610.3-284958,DA,11952.0,844.0,8.057,0.108
2QZ J221618.8-295634,DA,10012.0,310.0,7.73,0.068
2QZ J221740.2-274832,DA,15485.0,620.0,7.902,0.044
2QZ J221851.8-292711,DA,14426.0,913.0,6.983,0.098
2QZ J221937.5-293058,DA:,9794.0,436.0,7.764,0.11
2QZ J222500.0-275250,DA,21167.0,972.0,8.046,0.046
2QZ J222531.1-295144,DA,12556.0,946.0,7.753,0.113
2QZ J222727.2-305938,DA,10209.0,638.0,8.029,0.135
2QZ J222818.8-285128,DA,13660.0,801.0,8.246,0.055
2QZ J222830.4-280012,DA,9390.0,434.0,8.011,0.098
2QZ J223137.6-271621,DA,9322.0,431.0,7.921,0.104
2QZ J223458.9-314056,DA,10951.0,225.0,8.243,0.029
2QZ J223737.4-284008,DA,21117.0,1493.0,7.909,0.086
2QZ J224837.6-285952,DA,11804.0,551.0,8.048,0.066
2QZ J224859.3-314856,DA,34988.0,4719.0,7.965,0.141
2QZ J225134.5-295324,DA,9831.0,431.0,7.922,0.097
2QZ J225235.9-314148,DA,21598.0,1175.0,7.945,0.06
2QZ J225244.0-294742,DA,27289.0,1107.0,8.097,0.047
2QZ J225424.3-302015,DA,18857.0,1347.0,9.095,0.057
2QZ J225439.9-304805,DA,10311.0,475.0,8.06,0.09
2QZ J225639.7-312142,DA,14233.0,336.0,7.961,0.025
2QZ J225640.9-304116,DB,21211.0,629.0,8.22,0.021
2QZ J230157.1-281924,DA,13597.0,400.0,8.052,0.033
2QZ J230308.5-321114,DA,29259.0,2604.0,7.818,0.125
2QZ J230346.0-304118,DA,10530.0,429.0,7.611,0.098
2QZ J230415.9-285311,DB,14333.0,588.0,8.07,0.053
2QZ J230614.0-280036,DA,22058.0,1333.0,7.597,0.082
2QZ J231139.4-312526,DB,21582.0,2804.0,8.169,0.108
2QZ J231219.2-304557,DA,16282.0,753.0,8.026,0.05
2QZ J231219.3-280928,DZ:,7592.0,280.0,8.146,0.064
2QZ J231641.1-315352,DA,11168.0,405.0,8.027,0.053
2QZ J231943.6-281907,DB,12115.0,185.0,8.092,0.022
2QZ J232047.7-313002,DB,14811.0,773.0,8.083,0.072
2QZ J232632.3-300735,DA,12996.0,342.0,7.845,0.031
2QZ J232803.2-290021,DB,12987.0,393.0,7.959,0.048
2QZ J233157.2-300834,DA,14302.0,684.0,7.895,0.07
2QZ J233229.3-312800,DA,11490.0,285.0,8.095,0.034
2QZ J233426.3-271600,DA,9206.0,405.0,8.533,0.072
2QZ J233519.6-290942,DB,13303.0,1112.0,8.0,0.13
2QZ J233915.3-305105,DA,10683.0,507.0,7.78,0.131
2QZ J233922.6-320749,DA,19946.0,1635.0,8.052,0.101
2QZ J233924.7-282938,DA,15367.0,770.0,7.864,0.056
2QZ J234234.2-312154,DA,9967.0,173.0,7.395,0.038
2QZ J234315.8-292438,DB,16096.0,880.0,7.965,0.07
2QZ J234505.4-303610,DA,12689.0,358.0,8.115,0.023
2QZ J234612.2-291534,DA,29027.0,1504.0,8.098,0.06
2QZ J234846.3-300714,DA,11512.0,513.0,7.833,0.062
2QZ J234956.5-290716,DA,12344.0,501.0,7.959,0.038
2QZ J235040.2-302646,DA,11662.0,249.0,8.092,0.026
2QZ J235240.6-293808,DB,15949.0,1126.0,8.024,0.093
2QZ J235448.6-311113,DC:,8222.0,337.0,8.103,0.07
2QZ J235815.9-312044,DB,20320.0,2013.0,8.17,0.088
2QZ J235827.9-303430,DA,17731.0,1400.0,8.12,0.085
2QZ J235829.9-271748,DA,19622.0,1214.0,8.016,0.066
2SLAQ J000012.32-005042.5,DA,8090.0,,8.038,
2SLAQ J001042.99-005359.6,DA,7382.0,,8.184,
2SLAQ J001617.51-003301.6,DA,7434.0,,8.573,
2SLAQ J002940.91-003354.9,DA:,8440.0,282.0,7.58,0.44
2SLAQ J003000.03-002738.9,DA,10012.0,,8.212,
2SLAQ J003730.58-001657.8,DA,8647.0,,7.964,
2SLAQ J003853.16-002926.6,DA,7829.0,,7.731,
2SLAQ J003923.04+003534.7,DA,7619.0,,7.272,
2SLAQ J005551.89-010422.2,DA,7529.0,,7.742,
2SLAQ J005912.82-003538.9,DA,6713.0,331.0,5.4,0.69
2SLAQ J005955.02-003439.0,DA,8063.0,,7.452,
2SLAQ J010647.37+004532.0,DA,9478.0,,8.885,
2SLAQ J010822.10-002011.4,DA,8746.0,122.0,7.59,0.18
2SLAQ J012032.27-001351.1,DA+dM7,12590.0,,8.285,
2SLAQ J012224.49-011233.7,DA:,10667.0,303.0,8.15,0.4
2SLAQ J013609.17-005624.8,DA,7573.0,,7.382,
2SLAQ J014156.91+003144.0,DA,8565.0,,8.25,
2SLAQ J015116.65+000556.1,DA+M,19868.0,1055.0,7.73,0.2
2SLAQ J015211.57-011437.2,DA,8387.0,,7.666,
2SLAQ J015500.01-004121.9,DA,9012.0,,7.822,
2SLAQ J015748.20-010600.9,DA,7324.0,,8.214,
2SLAQ J020244.21+003252.2,DA,7481.0,,8.449,
2SLAQ J020826.54+004758.7,DA:,8837.0,251.0,9.12,0.26
2SLAQ J020944.06-002835.3,DA,8720.0,,7.609,
2SLAQ J022036.11+001237.9,DA,7317.0,351.0,8.409,0.087
2SLAQ J022509.10-001854.6,DZ,6207.0,101.0,8.2437,
2SLAQ J022610.62+001843.5,DA:,8077.0,937.0,8.0,1.0
2SLAQ J022707.20-010439.4,DA,9673.0,270.0,7.93,0.04
2SLAQ J022736.40-002605.1,DA,7925.0,,7.142,
2SLAQ J022756.76-004119.3,DA,9219.0,,8.234,
2SLAQ J023451.67+000331.5,DA,9145.0,,7.884,
2SLAQ J023941.55-002319.8,DA,9345.0,196.0,8.49,0.345
2SLAQ J023945.02+002745.0,DQ,7134.0,185.0,7.5879,
2SLAQ J024111.16+004319.0,DA:,8053.0,,8.191,
2SLAQ J024116.20-001742.9,DA,9535.0,,7.872,
2SLAQ J024324.07+004739.2,DA:,7586.0,,8.317,
2SLAQ J024339.35+001113.0,DC:,11084.0,848.0,8.0,0.0
2SLAQ J024344.30-000705.8,DA,8803.0,,7.876,
2SLAQ J024350.05-005000.8,DA,7678.0,,7.949,
2SLAQ J030558.56-003723.7,DA,7703.0,,8.358,
2SLAQ J030801.88-000059.3,DA,9707.0,230.0,7.76,0.421
2SLAQ J030834.28+002827.2,DA,8724.0,,7.855,
2SLAQ J031211.06-004053.6,DA,8748.0,,7.069,
2SLAQ J031432.36-004331.7,DA,8546.0,,7.293,
2SLAQ J031601.11-011357.5,DA,10012.0,,8.053,
2SLAQ J032443.01-002956.1,DA,8007.0,,7.98,
2SLAQ J032936.98-010235.4,DA,7647.0,,8.124,
2SLAQ J033942.95-003833.3,DA,10670.0,424.0,5.96,0.4
2SLAQ J034006.49-011509.5,DA,7696.0,,7.582,
2SLAQ J034111.00+002048.1,DA,10488.0,490.0,9.0,0.53
2SLAQ J034253.42-002824.0,DA,7923.0,199.0,7.27,0.65
2SLAQ J034258.91+000713.5,DA,8798.0,,7.911,
2SLAQ J034509.99-000315.9,DA:,13532.0,782.0,9.87,0.73
2SLAQ J083637.15-000114.7,DA:,8004.0,247.0,6.73,0.5
2SLAQ J084722.45-005013.3,DA:,8558.0,284.0,8.11,0.32
2SLAQ J084739.35-003654.1,DA:,10139.0,548.0,7.21,0.66
2SLAQ J084757.11-003216.1,DAE,10668.0,300.0,8.342,0.257
2SLAQ J085023.05-001535.3,DA,10026.0,,8.188,
2SLAQ J085142.63-001750.1,DA:,9516.0,311.0,8.44,0.31
2SLAQ J085259.06-001456.0,DA:,7984.0,480.0,8.16,0.69
2SLAQ J085317.45+002954.9,DA,8680.0,167.0,7.03,0.26
2SLAQ J085444.95-010644.5,DA:,9101.0,187.0,7.55,0.25
2SLAQ J085607.59-010548.4,DA,11368.0,161.0,8.19,0.08
2SLAQ J085835.94-011219.3,DA,10620.0,313.0,9.54,0.21
2SLAQ J085843.13+001850.1,DA,8936.0,109.0,8.28,0.14
2SLAQ J090102.38+002203.4,DA:,7311.0,,8.433,
2SLAQ J090233.61-011346.7,DA,7341.0,,7.763,
2SLAQ J090334.15-003131.0,DA,9326.0,80.0,8.15,0.1
2SLAQ J090406.94-004216.8,DA,8646.0,263.0,8.27,0.3
2SLAQ J090451.98-002951.6,DZ,7933.0,421.0,8.0,
2SLAQ J090605.46+003005.5,DA,9174.0,228.0,7.33,0.37
2SLAQ J090644.35-001221.1,DA:,7567.0,,7.594,
2SLAQ J090945.07-004559.3,DZ,9160.0,293.0,8.1309,
2SLAQ J090951.35-004635.6,DA,9204.0,,8.159,
2SLAQ J091415.04+004613.5,DA,8885.0,156.0,7.91,0.23
2SLAQ J091514.10+004744.6,DA,9301.0,156.0,7.88,0.26
2SLAQ J091942.39-000534.1,DA,7875.0,,7.553,
2SLAQ J092019.88+002933.4,DA:,9209.0,295.0,7.82,0.4
2SLAQ J092834.59-005121.7,DA,7153.0,,8.006,
2SLAQ J092929.18-004645.9,DA,10524.0,240.0,7.77,0.23
2SLAQ J093215.59+000119.3,DA,9952.0,155.0,8.34,0.13
2SLAQ J093219.94+003237.7,DA,8663.0,147.0,7.74,0.23
2SLAQ J093318.09+002532.2,DA,9123.0,329.0,8.3,0.45
2SLAQ J093421.90+004207.7,DA,8285.0,,8.045,
2SLAQ J093543.07-004351.4,DA,8787.0,259.0,7.67,0.39
2SLAQ J100314.17-003337.6,DA,9270.0,273.0,6.83,0.57
2SLAQ J100845.49+002441.6,DA,8450.0,167.0,7.16,0.29
2SLAQ J101313.55+002028.1,DA,10467.0,400.0,7.06,0.34
2SLAQ J102247.15+000651.5,DA,9731.0,310.0,7.77,0.35
2SLAQ J102456.50-001732.4,DZ,7370.0,390.0,8.0,
2SLAQ J102648.60+002414.5,DA,9126.0,218.0,7.47,0.32
2SLAQ J103343.30-010228.0,DA:,8192.0,288.0,8.12,0.36
2SLAQ J104348.83-004927.8,DA:,9064.0,369.0,8.17,0.54
2SLAQ J104410.70-004646.7,DA,9454.0,332.0,8.08,0.33
2SLAQ J104723.59+003203.6,DA,8817.0,208.0,6.96,0.32
2SLAQ J104912.65-000854.9,DA,6792.0,40.0,8.022,0.019
2SLAQ J105645.68+003405.7,DA,10065.0,323.0,8.72,0.25
2SLAQ J110742.77+000742.8,DA,10216.0,352.0,7.53,0.41
2SLAQ J110824.97-003340.1,DA,9908.0,179.0,7.56,0.22
2SLAQ J111016.13-001546.7,DA,7580.0,227.0,8.23,0.31
2SLAQ J122723.99-004316.3,DC,8689.0,,8.196,
2SLAQ J123317.81+003129.5,DA,7930.0,270.0,8.29,0.36
2SLAQ J123726.93+000815.7,DA,10304.0,521.0,9.02,0.3
2SLAQ J123807.96-002801.3,DA,8405.0,214.0,7.71,0.33
2SLAQ J124026.00-010820.8,DA,8911.0,360.0,8.48,0.44
2SLAQ J124436.55-011507.7,DA,8063.0,214.0,6.88,0.44
2SLAQ J124652.58-004748.4,DA,7180.0,,7.803,
2SLAQ J130904.48-005715.7,DA,10514.0,358.0,9.0,0.34
2SLAQ J131702.76+004149.9,DA,8053.0,108.0,7.97,0.15
2SLAQ J132612.52-004732.1,DA:,11385.0,395.0,8.08,0.23
2SLAQ J134508.91+002134.4,DA,8650.0,,8.71,
2SLAQ J134533.12-004842.9,DA:,8275.0,244.0,7.54,0.34
2SLAQ J140055.99-000850.4,DA,6028.0,216.0,8.184,0.087
2SLAQ J143733.53+003334.6,DA,10437.0,337.0,7.78,0.306
2SLAQ J143758.82-004636.4,DA,8250.0,,7.341,
2SLAQ J144223.87-010754.6,DA,8212.0,240.0,7.73,0.04
2SLAQ J145832.73-011245.4,DC:,6911.0,,8.318,
2SLAQ J151722.00-001958.1,DA,7570.0,,7.009,
2SLAQ J151859.71+002840.1,DZ,8557.0,,8.331,
2SLAQ J151927.27-005404.7,DA,7455.0,,8.432,
2SLAQ J203853.55+003731.3,DA,7231.0,68.0,8.117,0.034
2SLAQ J204532.54-001200.9,DA,8352.0,,7.93,
2SLAQ J204958.56-011106.3,DA,8509.0,,8.326,
2SLAQ J205508.15-005811.4,DA,8187.0,,7.995,
2SLAQ J205725.99+001734.4,DA,8498.0,136.0,8.81,0.169
2SLAQ J210818.27-003310.3,DA,6270.0,40.0,8.127,0.024
2SLAQ J211926.50-002341.1,DA,8587.0,,7.445,
2SLAQ J212057.73-001810.6,DA,8449.0,,7.985,
2SLAQ J212424.69-011452.5,DZ,7732.0,153.0,8.0548,
2SLAQ J214058.24-004528.8,DQ,7524.0,192.0,8.0155,
2SLAQ J215138.07+003222.2,DA,7340.0,,7.456,
2SLAQ J215144.77-011247.4,DZ,6930.0,254.0,8.0,
2SLAQ J215248.43-010324.1,DA,8870.0,161.0,8.64,0.242
2SLAQ J215902.94-003511.2,DA,8622.0,,8.165,
2SLAQ J215903.70+001150.6,DA,7992.0,153.0,8.64,0.276
2SLAQ J215912.55-011432.2,DA,8388.0,,7.946,
2SLAQ J220004.13+003714.9,DA,8276.0,125.0,8.91,0.096
2SLAQ J221138.59-001736.9,DA,7754.0,,8.319,
2SLAQ J221928.81-000747.7,DA,8609.0,,6.294,
2SLAQ J221956.37+001255.2,DA,7932.0,,8.283,
2SLAQ J223049.59-000758.2,DA,9604.0,205.0,6.99,0.34
2SLAQ J223910.23-001155.6,DA,7358.0,68.0,8.36,0.026
2SLAQ J225625.17+001814.2,DA,,,,
2SLAQ J225743.63+002734.1,DA,7671.0,,8.463,
2SLAQ J230212.30-005222.1,DA,9301.0,,7.89,
2SLAQ J230351.36+004821.9,DA,8038.0,,7.974,
2SLAQ J230639.10-002412.8,DC,7323.0,,8.734,
2SLAQ J230904.69+001802.9,DA,7326.0,,5.975,
2SLAQ J231547.21-004659.4,DA,10056.0,,8.483,
2SLAQ J231601.88+004131.2,DZ,7696.0,565.0,8.0,
2SLAQ J233328.30-002036.6,DA,7843.0,,7.409,
2SLAQ J233802.77+004656.5,DA:,6706.0,,7.579,
2SLAQ J234619.10-010038.6,DA,8590.0,,8.524,
2SLAQ J234818.15-003713.7,DA,8250.0,80.0,8.34,0.11
2dFGRS TGN272Z171,DA,8631.0,,7.997,
2dFGRS TGN438Z126,DA,18122.0,,7.888,
3FGL J1124.9+4932,DC:,7103.0,48.0,8.0,0.0
6dFGS gJ215027.8-011348,DQ,8652.0,38.0,7.921,0.021
87GB 092430.3+250931,DC:,5093.0,500.0,8.0,0.0
87GB 103758.5+063247,DZ,7521.0,500.0,8.0,0.0
A1 100,DA,12833.0,,7.217,
A1 123,DBA:,13128.0,,7.86,
A1 23,DA,20435.0,140.0,7.85,0.02
A1 40,DA,58731.0,1036.0,7.65,0.06
A1 46,DBA,16052.0,,8.02,
A1 59,DA,16554.0,58.0,7.67,0.01
A1 81,DA,21780.0,,8.12,
A2 235,DB,20780.0,,7.98,
A2 275,DBA,12917.0,,7.71,
A2 287,DQ,9134.0,111.0,7.875,0.02
A2 42,DAH,6611.15654717117,44.41202793776857,7.957611156386247,0.0095830995714245
A3 181,DC,9904.0,280.0,7.632000000000001,0.258
AB 20,DA,19995.64552927936,460.82991990612334,8.501446096321816,0.1018450984342994
AB 28,DA,16657.0,,7.836,
BD+20 5125B,DC,4748.0,23.0,7.328,0.073
BD+34 2473B,DA,14501.0,244.0,7.962,0.013
BD+39 539B,DA,5977.0,23.0,8.001,0.01
BD+52 913,DA,60701.0,988.0,7.53,0.05
BOKS 53856,DA,28407.0,812.0,7.934,0.033
BPM 19652,DA,22410.0,328.0,7.85,0.04
BPM 24602,DA,15052.0,232.0,8.059,0.019
BPS CS 30302-0017,DA,52073.0,1776.0,7.949,0.127
BPS CS 30308-0078,DA,33656.0,735.0,7.817,0.02
BPS CS 30337-0019,DA,48400.0,1032.0,7.63,0.08
BSO 15,DA,7691.0,46.0,7.99,0.013
BSO 24,DZ,9151.0,98.0,8.076,0.016
BSO 30,DA,23409.0,108.0,8.0,0.01
BVF 218,DA,10681.0,101.0,7.58,0.1
Balloon 93500003,DA,24735.0,476.0,7.328,0.022
CBS 117,DA,41870.0,898.0,7.85,0.09
CBS 127,DZA,10543.0,361.0,7.9772,
CBS 167,DA,30897.0,148.0,7.54,0.04
CBS 173,DA,13592.0,98.0,8.165,0.006
CBS 179,DA,21776.0,,7.981,
CBS 205,DA,31042.0,141.0,7.93,0.03
CBS 206,DA,9413.0,31.0,7.929,0.006
CBS 226,DA,31218.0,310.0,7.66,0.07
CBS 251,DOZ,72546.0,1303.0,8.12,0.1
CBS 259,DA,56896.0,1537.0,7.27,0.09
CBS 289,DA,16621.0,172.0,8.499,0.008
CBS 305,DA,51829.0,1351.0,7.46,0.09
CBS 322,DA,31452.0,232.0,7.45,0.05
CBS 353,DA,17281.0,,7.93,
CBS 373,DA,35962.0,185.0,7.87,0.03
CBS 377,DA,14578.0,180.0,8.004,0.009
CBS 395,DA,13830.0,449.0,7.97,0.06
CBS 418,DAH,11482.0,140.0,8.117,0.013
CBS 428,DA,83657.0,3944.0,7.52,0.11
CBS 440,DO,81140.0,4647.0,8.54,0.23
CBS 454,DA,15261.0,,8.595,
CBS 464,DA,13911.0,,7.976,
CBS 68,DA,19270.0,329.0,8.08,0.05
CBS 73,DB,16027.0,,7.93,
CBS 78,DBZ,13806.0,,8.19,
CBS 79,DA,19993.0,57.0,8.39,0.01
CBS 86,DA,13780.0,471.0,8.0,0.06
CBS 91,DA,37346.0,329.0,7.74,0.05
CBS 94,DB,18287.0,,8.15,
COSMOS 2823279,DA,7631.0,162.0,8.56,0.35
CPD-69 177,DA,15866.0,263.0,8.077,0.02
CRTS J040449.3+280023,DA,29302.0,2525.0,8.25,0.55
CRTS J164933.2+141255,DA+M,,,,
CSO 1001,DA,10040.0,64.0,7.983,0.01
CSO 1019,DB,12479.0,,8.26,
CSO 1025,DQ,8046.0,44.0,7.906,0.011
CSO 1046,DA,8838.0,36.0,8.322,0.007
CSO 1065,DA,15304.0,,8.116,
CSO 1074,DC,9251.0,133.0,7.983,0.027
CSO 1094,DA,11146.0,106.0,8.574,0.013
CSO 1113,DA,13898.0,,7.909,
