wdid,spectype,teff,Dteff,logg,Dlogg
SDSS J115730.07+141032.8,DA,8497.0,227.0,7.26,0.32
SDSS J115731.48+575335.8,DC,,,,
SDSS J115731.67+190607.8,DA,8630.0,180.0,8.15,0.23
SDSS J115738.85+534530.5,DA,6952.0,,8.368,
SDSS J115740.81+401018.1,DA,13848.0,,7.859,
SDSS J115743.16+305341.9,DA,9553.0,217.0,9.03,0.234
SDSS J115743.34+414922.6,DA,15305.0,,7.867,
SDSS J115744.87+153614.1,DA,9476.0,179.0,7.92,0.23
SDSS J115748.35+613845.9,DZ,6607.0,289.0,8.0,
SDSS J115748.61+242917.3,DA,23552.0,,8.651,
SDSS J115749.37+313930.9,DA,6996.0,133.0,8.08,0.07
SDSS J115749.65+563607.2,DA,8310.0,,7.468,
SDSS J115750.65+350913.8,DA,9954.0,214.0,7.74,0.29
SDSS J115751.78+323526.8,DA,11759.0,483.0,8.25,0.164
SDSS J115756.15+571956.7,DA,11130.0,151.0,6.989,0.157
SDSS J115759.43+010020.5,DA,9194.0,261.0,7.61,0.51
SDSS J115800.97+464337.4,DA,7474.0,,8.092,
SDSS J115802.27-002946.5,DA,7854.0,464.0,7.04,0.74
SDSS J115804.64+595902.2,DA,16060.0,,7.934,
SDSS J115804.70+425217.6,DB,13883.0,528.0,8.132,0.049
SDSS J115805.04+540456.0,DC:DB:DC,11100.0,,8.034,
SDSS J115806.40+432319.2,DA,8672.0,,7.557,
SDSS J115809.38+184557.3,DZ,6696.0,231.0,8.04,0.245
SDSS J115809.88+594210.3,DZ,6046.0,166.0,8.022,0.193
SDSS J115811.40+452612.9,DC:,6951.0,,7.964,
SDSS J115811.89+210539.5,DA:,8696.0,236.0,7.96,0.484
SDSS J115814.51+000458.2,DC,4430.0,14.0,7.829,0.009
SDSS J115817.44+331719.3,DAH,19976.0,697.0,8.31,0.151
SDSS J115817.51+264800.4,DA,6685.0,,7.952,
SDSS J115818.65+470615.4,DA,9667.0,,7.845,
SDSS J115818.76+045447.5,DZ,5344.0,150.0,7.991,0.31
SDSS J115819.79+595053.6,DA,17200.0,627.0,7.966,0.039
SDSS J115822.32+471214.9,DZ,7840.0,141.0,8.0,
SDSS J115827.06+174220.4,DC,10472.0,,8.388,
SDSS J115829.33+435212.4,DA,21165.0,,7.352,
SDSS J115835.30+422509.8,DA,7136.0,,7.972,
SDSS J115841.80+384428.7,DC,,,,
SDSS J115843.65+171930.6,DA,25399.0,,8.022,
SDSS J115844.35+544837.5,DZ,6213.0,246.0,8.0,
SDSS J115844.99+154003.4,DA,9934.0,,8.062,
SDSS J115852.14+225616.1,DA,9490.0,265.0,7.757,0.059
SDSS J115853.99+380917.6,DA,34737.0,491.0,7.77,0.09
SDSS J115855.18+305515.8,DC,,,,
SDSS J115856.50+080211.9,DA,21810.0,,9.48,
SDSS J115900.25+110005.0,DA,6522.0,,7.771,
SDSS J115904.59+255747.9,DA,15531.0,,8.541,
SDSS J115904.96+084332.8,DA,8589.0,,9.267,
SDSS J115906.75+020403.2,DA,,,,
SDSS J115909.35-001019.5,DC,9031.0,,7.607,
SDSS J115915.59+270332.4,DA,6971.0,,6.873,
SDSS J115917.39+613914.3,DAH,21590.86600089356,887.0290841266379,8.987442963430608,0.4044285721139153
SDSS J115917.87-033521.5,DA,9093.0,,8.038,
SDSS J115926.17+573833.4,DA,10695.0,1167.0,6.0,1.0
SDSS J115926.29+081822.8,DA,9599.0,354.0,8.19,0.32
SDSS J115926.97+290105.7,DC,9780.0,,8.474,
SDSS J115927.77+192137.4,DA,8493.0,,7.861,
SDSS J115931.50+464044.3,DA+M,12052.0,,8.216,
SDSS J115932.51+385658.7,DA,17829.0,,7.085,
SDSS J115934.03+441415.9,DA,11844.0,,8.232,
SDSS J115934.82+205903.1,DZ,7407.0,659.0,8.0,
SDSS J115936.09+052019.9,DA,13420.0,,7.256,
SDSS J115937.18+652701.8,DA,7063.0,,6.857,
SDSS J115937.53+391646.3,DA,10778.0,,7.61,
SDSS J115937.81+134413.9,DA,8998.0,90.0,8.26,0.02
SDSS J115939.98+450730.8,DA,11836.0,,7.054,
SDSS J115942.45+095356.4,DAZ,7807.0,85.0,5.33,0.526
SDSS J115942.46+420134.5,DA,24635.0,,7.138,
SDSS J115944.37+563606.9,DC:,9301.0,,8.197,
SDSS J115947.47+231440.5,DA,14285.0,,7.567,
SDSS J115948.40+213748.7,DA,12905.0,,7.936,
SDSS J115953.04+084741.1,DA,8163.0,,5.831,
SDSS J115958.17+465526.1,DC,8947.0,,8.39,
SDSS J115958.93+404541.7,DZ,7839.0,186.0,7.999,
SDSS J120001.57+370443.5,DA,,,,
SDSS J120013.28+445154.3,DB,15481.0,,8.07,
SDSS J120013.50+082003.9,DC,,,,
SDSS J120014.98+491935.5,DA,11641.0,,7.606,
SDSS J120015.84+400142.3,DA,8486.0,51.0,6.607,0.142
SDSS J120016.62-001845.0,DA,12915.0,,7.733,
SDSS J120021.84+393640.4,DA,12069.0,,7.804,
SDSS J120023.69+251242.8,DA,12931.0,,7.99,
SDSS J120026.15+483350.1,DA,8510.0,50.0,8.045,0.016
SDSS J120027.72+225212.9,DQ,100000.0,794.0,5.01,0.02
SDSS J120030.25+093846.3,DAZ,7568.0,85.0,8.0,0.0
SDSS J120035.23+003211.4,DA,7294.0,,8.393,
SDSS J120035.45+313416.7,DZ,,,,
SDSS J120038.44+292826.7,DA,8813.0,,7.792,
SDSS J120039.31+042752.7,DA,6815.0,,7.022,
SDSS J120040.16+530716.6,DA,8659.0,,8.327,
SDSS J120041.03+641821.0,DA,15461.0,,7.826,
SDSS J120041.29+043623.7,DA,22186.0,,7.861,
SDSS J120043.53+201001.5,DA,6026.0,,7.915,
SDSS J120045.98+050150.9,DA,13440.0,,8.087,
SDSS J120047.11+532743.8,DA,23642.0,,8.182,
SDSS J120048.15+390329.2,DA,37462.0,345.0,7.82,0.05
SDSS J120049.38+423726.1,DQ,6198.0,52.0,8.107,0.025
SDSS J120054.34+234026.6,DAZ,7023.0,102.0,5.546,0.342
SDSS J120055.13+622005.0,DA:,7271.0,,8.121,
SDSS J120055.30+623555.2,DA,19794.0,,7.812,
SDSS J120058.01+244514.2,DA,8976.0,311.0,8.27,0.36
SDSS J120058.22+495309.2,DA,7795.0,322.0,6.0,1.0
SDSS J120104.55+165704.5,DA,7868.0,265.0,7.953,0.069
SDSS J120116.73+292150.6,DA,15707.0,,7.755,
SDSS J120117.08+251655.4,DAH,24682.0,822.0,9.27,0.147
SDSS J120117.31+150439.2,DA,20884.0,,9.117,
SDSS J120119.65+462420.8,DA,7390.0,,7.328,
SDSS J120125.40+084800.4,DAH,7207.0,64.0,8.309,0.026
SDSS J120128.77+340632.7,DA,43827.0,816.0,7.68,0.08
SDSS J120137.07+202001.3,DA,7292.0,,7.946,
SDSS J120138.55+105156.9,DA,12627.0,864.0,7.71,0.09
SDSS J120140.81+261631.9,DA,10971.0,253.0,7.99,0.22
SDSS J120142.53+134652.9,DA,11966.0,554.0,8.31,0.269
SDSS J120144.91+505315.0,DA,9309.0,,8.603,
SDSS J120145.68+233048.0,DA,22323.0,,7.797,
SDSS J120150.40+420254.2,DA,7613.0,,7.985,
SDSS J120151.47-020737.4,DA,,,,
SDSS J120154.70+340055.9,DQ,6094.0,16.0,8.188,0.006
SDSS J120154.85+272338.3,DA:,7980.0,,7.023,
SDSS J120159.63+452417.5,DA,8491.0,,8.012,
SDSS J120202.99+240525.3,DA:,6528.0,247.0,7.92,0.48
SDSS J120203.13+285647.0,DB,17179.0,,8.16,
SDSS J120204.16+191058.8,DA,11563.0,,7.97,
SDSS J120205.98+221038.8,DC+M,10450.0,110.0,6.938,0.105
SDSS J120206.48+243922.9,DA,17474.0,,7.68,
SDSS J120212.81+504347.7,DA,7067.0,,8.219,
SDSS J120216.20+215319.8,DA,7416.0,348.0,8.43,0.5
SDSS J120218.75+493207.5,DA,10068.0,,7.167,
SDSS J120222.68+073414.8,DA,10152.0,271.0,8.42,0.27
SDSS J120222.87+160819.8,DA,11099.0,,7.96,
SDSS J120224.38+403455.7,DA_(HALPHA),10094.0,,7.625,
SDSS J120226.20+300035.0,DA,22555.0,,7.781,
SDSS J120226.57+410247.2,DA,16696.0,,7.521,
SDSS J120229.43+203652.1,DA,14463.0,,7.717,
SDSS J120231.15+190343.2,DA,9636.0,218.0,7.52,0.3
SDSS J120231.68+104243.6,DA,15083.0,,8.031,
SDSS J120232.72+582912.8,DA,15923.0,,7.913,
SDSS J120232.87+313916.9,DA,15819.0,760.0,7.5,0.227
SDSS J120232.90+133240.7,DA:,8796.0,347.0,8.97,0.32
SDSS J120233.42+170416.3,DA,13220.0,,8.828,
SDSS J120234.84+534456.1,DA,8305.0,72.0,8.478,0.014
SDSS J120237.20+391847.4,DA,7693.0,,8.174,
SDSS J120238.18+602003.6,DA,33189.0,510.0,8.09,0.1
SDSS J120239.74+181541.8,DA,11383.0,,7.898,
SDSS J120241.60+551211.9,DA,15987.0,,7.897,
SDSS J120242.85+223553.8,DA,6921.0,,8.117,
SDSS J120246.08+633536.9,DA,26823.0,885.0,7.69,0.167
SDSS J120247.83+314030.6,DA,11850.0,,7.845,
SDSS J120248.09-005422.9,DA,9386.0,,8.475,
SDSS J120251.16+321952.7,DC,,,,
SDSS J120251.40+630426.2,DA,16729.0,,7.703,
SDSS J120302.63+313342.2,DA,11122.0,,7.071,
SDSS J120302.77+185122.9,DA,7755.0,,8.399,
SDSS J120305.18+332209.9,DA,11562.0,,7.93,
SDSS J120305.43+185851.2,DA,19958.0,,8.589,
SDSS J120312.04+634129.3,DC:,11290.0,,7.968,
SDSS J120313.57+252745.1,DA,24562.0,,7.159,
SDSS J120315.22+650524.3,DA,16556.0,,7.692,
SDSS J120317.55+201408.3,DA,6364.0,54.0,7.81,0.273
SDSS J120318.90+451822.0,DA:,6838.0,,7.546,
SDSS J120318.95+343806.6,DA,15819.0,,6.934,
SDSS J120319.78+243955.7,DBZA,15300.0,,8.6,
SDSS J120320.04+240458.6,DA,6643.0,112.0,4.97,0.0
SDSS J120323.01+205853.9,DC,,,,
SDSS J120323.87+085024.2,DA,10189.0,201.0,7.68,0.27
SDSS J120324.42+232350.7,DZ,6559.0,316.0,8.0,
SDSS J120325.12+563659.6,DA,18739.0,,7.596,
SDSS J120326.91+532923.5,DA,8708.0,,7.847,
SDSS J120327.47+134119.9,DA,20781.0,,8.101,
SDSS J120329.36+271548.1,DA,47727.0,1268.0,7.51,0.1
SDSS J120330.37+053826.1,DA,21637.0,,7.863,
SDSS J120332.33+474206.7,DA,14529.0,,7.299,
SDSS J120332.77+591011.6,DAH?,9872.0,78.0,8.553,0.014
SDSS J120333.83+382139.7,DA,21421.0,750.0,7.77,0.01
SDSS J120337.69+212047.3,DA,10193.0,334.0,8.71,0.38
SDSS J120339.65+134143.4,DA,7625.0,,8.225,
SDSS J120343.15+400821.2,DA,11057.0,459.0,7.57,0.233
SDSS J120347.15+373236.3,DA,7297.0,,7.398,
SDSS J120348.34+124116.4,DAZ,7451.0,118.0,5.422000000000001,0.465
SDSS J120349.82-005145.9,DB,15146.0,,7.86,
SDSS J120351.03+631528.6,DA,31542.0,331.0,7.61,0.08
SDSS J120351.05+630014.5,DA,28118.0,,8.327,
SDSS J120352.02+502427.4,DA:,6990.0,,8.396,
SDSS J120354.67+185803.1,DA,16332.0,,8.169,
SDSS J120354.98+011424.3,DA,9153.0,193.0,7.99,0.24
SDSS J120355.33+164214.2,DA,20013.0,,7.854,
SDSS J120355.39+433814.2,DA,13348.0,,8.835,
SDSS J120403.21+463742.4,DC:,7254.0,,8.472,
SDSS J120403.44+151009.1,DA,17043.0,,7.05,
SDSS J120406.98+144914.5,DA,12483.0,,8.21,
SDSS J120409.51+411554.4,DA,10878.0,91.0,7.807,0.165
SDSS J120409.76+275222.4,DA,19768.0,,8.72,
SDSS J120411.51+410517.6,DA,9487.0,,7.896,
SDSS J120412.36+223237.2,DA,18883.0,743.0,7.82,0.148
SDSS J120412.97+465509.4,DA+M,,,,
SDSS J120415.01+173535.0,DC,,,,
SDSS J120418.47+322137.4,DA,9290.0,221.0,7.41,0.31
SDSS J120423.80+230913.3,DC,8917.0,,8.288,
SDSS J120424.11+554753.1,DA,7492.0,,7.088,
SDSS J120426.40+425929.3,DA:,6926.0,,7.44,
SDSS J120427.00+231026.0,DA,9915.0,200.0,7.99,0.22
SDSS J120435.35+103044.8,DZ,5630.0,212.0,8.0,
SDSS J120436.40+500730.9,DZ,8496.0,498.0,8.8137,
SDSS J120437.72+164408.3,DC,,,,
SDSS J120437.80+170952.0,DA,10599.0,,7.445,
SDSS J120439.56+633430.8,DA,13653.0,,6.71,
SDSS J120439.80+210853.4,DA,24518.0,,8.302,
SDSS J120440.03+075916.4,DAZ,10772.0,157.0,9.85,0.12
SDSS J120445.28+502123.3,DA,18441.0,,8.61,
SDSS J120448.19+472555.0,DA:,7856.0,263.0,8.0,1.0
SDSS J120451.28+111416.5,DA,9403.0,230.0,7.77,0.27
SDSS J120451.88+344142.6,DA,8512.0,83.0,8.02,0.155
SDSS J120455.22+091945.0,DA,12485.0,,7.203,
SDSS J120456.48+224402.4,DA,13413.0,,7.642,
SDSS J120459.71+193247.3,DA,9644.0,282.0,6.52,0.62
SDSS J120501.51+234745.0,DA,7110.0,295.0,6.67,0.62
SDSS J120503.99+070031.0,DA,8058.0,,7.839,
SDSS J120504.19+160746.8,DA,9981.0,83.0,8.262,0.015
SDSS J120508.01+482917.8,DA+M,11244.0,219.0,4.5,0.026
SDSS J120508.16+640229.8,DA:,7371.0,,8.673,
SDSS J120510.70+414442.1,DA,19595.0,,6.547,
SDSS J120513.14+145713.5,DA,13280.0,,8.453,
SDSS J120522.19+161242.4,DA,8850.0,103.0,8.11,0.178
SDSS J120524.66+063009.9,DB,21282.0,,8.23,
SDSS J120526.77+575805.9,DA:,7802.0,,8.72,
SDSS J120527.16+682339.1,DA:,8008.0,,8.157,
SDSS J120528.48-001918.5,DA,19641.0,2120.0,8.81,0.32
SDSS J120531.18+202158.7,DA,6713.0,182.0,5.66,0.61
SDSS J120532.74+122349.4,DA:,6677.0,,8.144,
SDSS J120533.31+465345.1,DA,14895.0,,7.919,
SDSS J120537.70+525736.6,DA:,10712.0,832.0,8.0,1.0
SDSS J120538.54+272928.6,DA,13976.0,601.0,8.184,0.044
SDSS J120538.70+554142.5,DA:,9446.0,709.0,8.0,1.0
SDSS J120540.44-012649.7,DA,13479.0,,7.814,
SDSS J120542.66+392736.2,DA,12286.0,,8.099,
SDSS J120543.74+431226.6,DZ,7000.0,311.0,7.6075,
SDSS J120547.48+340811.5,DAH,18752.678388713102,423.7463257507167,8.156799345933457,0.2460978794247501
SDSS J120547.96+071259.6,DA,47760.0,500.0,7.5,0.04
SDSS J120548.10+510349.0,DA,12417.0,,8.237,
SDSS J120548.97+353642.4,DZ,6000.0,126.0,8.178,0.182
SDSS J120549.82+233642.9,DA,19400.0,687.0,7.75,0.141
SDSS J120551.38+200602.0,DB,11062.0,,8.06,
SDSS J120555.16+341813.4,DC:DA:,11024.0,,8.092,
SDSS J120557.02+221740.9,DA,12696.0,635.0,8.21,0.13
SDSS J120557.09+214333.6,DB,13752.0,804.0,8.07,0.083
SDSS J120558.25-004217.0,DC,6387.0,54.0,7.956,0.036
SDSS J120558.54-002739.9,DA,8205.0,,7.172,
SDSS J120600.21+022340.3,DA,23279.0,,7.916,
SDSS J120603.74+265026.6,DZ,6322.0,169.0,8.0,
SDSS J120604.13-003039.5,DA?,9190.0,50.0,8.08,0.07
SDSS J120605.92+034718.1,DC,4610.0,80.0,,
SDSS J120608.83+643315.3,DA,7463.0,,8.149,
SDSS J120609.05+133147.5,DA,23729.0,916.0,7.5,0.16
SDSS J120609.80+081323.7,DAH,15162.79469443682,998.399297680864,8.799439113936232,0.2627903317539583
SDSS J120612.04+195855.9,DA,12176.0,,8.037,
SDSS J120614.23-001047.7,DA,14654.0,,7.966,
SDSS J120616.03+135736.7,DA:,6463.0,,8.566,
SDSS J120617.82+600542.4,DA,13120.0,1000.0,7.68,0.5
SDSS J120619.65+255622.4,DA:,7995.0,396.0,8.8,0.43
SDSS J120623.15+623022.7,DA,11942.0,,6.483,
SDSS J120623.20+674700.0,DA,12509.0,,7.86,
SDSS J120624.45+330933.1,DA,6923.0,,7.524,
SDSS J120630.63+145435.6,DZ,6774.0,226.0,8.3764,
SDSS J120632.34+115831.1,DA,18537.0,,8.31,
SDSS J120637.20+504840.9,DA,,,,
SDSS J120640.94+165329.7,DA,19990.0,,8.401,
SDSS J120641.09+460514.3,DA:,7016.0,,7.293,
SDSS J120646.49+131020.1,DZ,6644.0,519.0,8.0,
SDSS J120647.26+224238.4,DA:,6895.0,,7.787,
SDSS J120648.32-003202.0,DA,11037.0,,7.445,
SDSS J120649.13+535002.4,DA,16172.0,,7.531,
SDSS J120649.27+210148.5,DA,35885.0,234.0,7.77,0.04
SDSS J120651.82+424929.3,DA:,8876.0,158.0,8.081,0.216
SDSS J120652.02+500102.8,DA,9254.0,,8.222,
SDSS J120654.87+134329.2,DA,11617.0,,7.562,
SDSS J120654.96+543706.6,DA:,7691.0,,8.236,
SDSS J120658.14-003336.8,DB,24045.0,,7.87,
SDSS J120658.55+013653.8,DA,22897.0,157.0,7.96,0.02
SDSS J120658.70+220702.3,DA:,7087.0,,8.251,
SDSS J120658.84-025434.4,DA,16573.0,676.0,7.94,0.187
SDSS J120658.95+500900.6,DA:,7065.0,,8.448,
SDSS J120706.07+314030.1,DB,21300.0,,8.16,
SDSS J120706.85+004401.4,DA,11994.0,,7.704,
SDSS J120708.00+630031.8,DA,7428.0,,7.744,
SDSS J120713.88+644451.7,DA,10915.0,114.0,7.975,0.191
SDSS J120713.92+033857.9,DA,15170.0,410.0,7.93,0.07
SDSS J120714.03+481639.2,DA,21980.0,,7.518,
SDSS J120715.45+105339.3,DA,,,,
SDSS J120716.56+575914.5,DA,13426.0,,7.642,
SDSS J120719.77+452305.5,DA,72957.0,1756.0,7.43,0.06
SDSS J120721.27+633439.0,DA,,,,
SDSS J120721.62+555443.0,DA,9174.0,,8.475,
SDSS J120723.68+313154.9,DA,11905.0,,7.968,
SDSS J120725.64+200448.6,DA,9125.0,,6.447,
SDSS J120728.96+440731.6,DA,18786.92405342478,949.5498745892348,8.104638133115749,0.1936881128041136
SDSS J120729.10+314703.4,DA,82085.0,9224.0,6.7,0.38
SDSS J120729.48+191919.8,DA,9833.0,375.0,7.33,0.72
SDSS J120733.59+480854.5,DA:,7466.0,,8.565,
SDSS J120733.81+395324.0,DA,8685.0,57.0,8.055,0.014
SDSS J120733.94+453414.2,DA,7673.0,,8.12,
SDSS J120734.85+165659.9,DQ:,7343.0,222.0,8.062,0.057
SDSS J120735.19+225905.7,DB,20592.0,,8.13,
SDSS J120735.44+634941.5,DA,17670.0,430.0,8.29,0.07
SDSS J120738.04+134427.2,DA,36816.0,3032.0,7.81,0.44
SDSS J120738.82+103119.2,DA,9279.0,236.0,8.13,0.3
SDSS J120740.78+521242.8,DC,,,,
SDSS J120745.28+181238.3,DA,11128.0,,7.88,
SDSS J120748.09+313707.2,DA,19489.0,,7.595,
SDSS J120751.38+242743.3,DA,8302.0,145.0,5.66,0.48
SDSS J120752.20+344926.1,DA,5965.0,167.0,7.947,0.068
SDSS J120753.27+223335.0,DB,12111.0,,6.16,
SDSS J120753.65+113121.1,DC,10514.0,,7.921,
SDSS J120755.09+172933.6,DA,7649.0,187.0,8.059,0.046
SDSS J120758.65+200704.0,DA,7404.0,,8.423,
SDSS J120801.84-004218.3,DB:,11264.0,,7.804,
SDSS J120802.11+064820.8,DA,14881.0,,8.073,
SDSS J120802.35+334908.2,DA,,,,
SDSS J120803.23+625815.2,DA,68693.0,14358.0,7.08,0.61
SDSS J120804.95+442203.5,DA,14175.0,,8.396,
SDSS J120805.34+264036.2,DA,16844.0,167.0,8.03,0.03
SDSS J120806.08+154906.1,DA,11664.0,343.0,7.27,0.32
SDSS J120806.26+144943.0,DA,12707.39456504192,307.16793494811816,6.651,
SDSS J120806.33+084641.7,DA,35366.0,591.0,7.69,0.1
SDSS J120816.44+032818.8,DA,9497.0,317.0,8.33,0.35
SDSS J120817.48+482022.2,DBAM:,13488.0,,8.15,
SDSS J120820.32+534023.2,DA,,,,
SDSS J120822.50+152531.0,DA,14320.0,,7.766,
SDSS J120822.81+625551.0,DA,,,,
SDSS J120823.22+060956.0,DA,25239.0,208.0,8.1,0.02
SDSS J120824.07+622429.9,DA,13928.0,,8.027,
SDSS J120829.10+193254.9,DA,24348.0,553.0,7.74,0.076
SDSS J120831.26+271946.0,DA,20911.0,,8.708,
SDSS J120834.84+290850.4,DA,14898.0,,6.922,
SDSS J120835.97+414248.1,DA,11059.0,,7.505,
SDSS J120840.86+190710.2,DZ,7375.0,176.0,8.1371,
SDSS J120843.31+542946.9,DA,7853.0,73.0,8.017,0.015
SDSS J120844.09+634340.5,DA,8803.0,,7.962,
SDSS J120844.64+280207.2,DA,15845.0,,8.379,
SDSS J120845.49+602946.0,DA:,7080.0,,8.319,
SDSS J120848.50+152544.4,DAZ,7413.0,82.0,5.464,0.555
SDSS J120849.91+061018.4,DA,11788.0,,6.915,
SDSS J120850.66+473830.4,DA,23087.0,,8.479,
SDSS J120852.78+275427.1,DA,21311.0,1036.0,7.97,0.205
SDSS J120853.36-000847.3,DQA,6300.0,3.0,10.0,0.004
SDSS J120857.72+495927.2,DA:,7095.0,,8.241,
SDSS J120904.58+271707.1,DA,9949.0,267.0,8.22,0.3
SDSS J120908.58+085144.6,DA,8910.0,182.0,8.0,0.25
SDSS J120910.97+391543.2,DA,11335.0,,7.568,
SDSS J120911.77+512940.8,DA,7825.0,,7.955,
SDSS J120914.91+224905.0,DA,13375.0,,7.655,
SDSS J120916.18+290027.8,DA,22622.0,346.0,7.955,0.05
SDSS J120920.65+270036.1,DA,,,,
SDSS J120924.26+095256.6,DA,42415.0,433.0,7.68,0.04
SDSS J120924.84+331716.4,DA,6590.7936194660015,13.268686383056098,7.431353660757646,0.9040853325084016
SDSS J120932.00+460151.5,DA,10062.0,,9.266,
SDSS J120936.50+535525.7,DQ,11721.0,649.0,8.5266,
SDSS J120936.87-023631.4,DB,10283.0,,7.84,
SDSS J120937.93+620103.9,DA,13879.0,721.0,8.049,0.07
SDSS J120939.59+503624.6,DA,12527.0,,8.738,
SDSS J120940.34+301119.1,DA,7424.0,,9.216,
SDSS J120943.03+302629.1,DZ,6850.0,97.0,8.0059,
SDSS J120943.68+172948.5,DA,13748.0,,7.931,
SDSS J120943.68+230435.9,DA,14482.0,,7.332,
SDSS J120944.72+635758.9,DA,11380.0,455.0,7.73,0.299
SDSS J120946.51+624830.3,DA:,7986.0,520.0,8.0,1.0
SDSS J120947.21+172024.8,DA,14705.0,,7.1,
SDSS J120948.54+093316.3,DA,13849.0,,7.73,
SDSS J120949.12+623717.5,DA,18051.0,,8.56,
SDSS J120950.44-003736.7,DA,11304.0,,7.055,
SDSS J120951.54+002314.2,DA,8886.0,181.0,8.44,0.21
SDSS J120952.78+073330.3,DA,8925.0,332.0,8.017,0.074
SDSS J120953.70+612859.5,DA,9365.0,139.0,7.426,0.2289999999999999
SDSS J120956.16+565854.1,DA:,6511.0,,7.842,
SDSS J120957.74+203616.1,DA,17817.0,,8.253,
SDSS J120957.94+410403.0,DA,9949.0,124.0,7.85,0.183
SDSS J121002.58+180535.1,DAB,11871.0,,8.224,
SDSS J121004.56+221914.4,DA,8522.0,,8.111,
SDSS J121006.15+233003.0,DA,17134.244752683277,71.9272519599565,8.035481679365233,0.411363348795029
SDSS J121006.20+682919.5,DA:,8433.0,409.0,8.0,1.0
SDSS J121011.79+475132.8,DZ,7263.0,348.0,8.7717,
SDSS J121011.95+515037.9,DA,12939.0,,7.759,
SDSS J121012.80+522150.2,DA,12449.0,,7.065,
SDSS J121014.95+193310.5,DA,30421.0,566.0,7.71,0.14
SDSS J121016.52+530913.2,DA,13024.0,,7.922,
SDSS J121019.16+272154.5,DA,8072.0,,7.652,
SDSS J121021.31+563456.0,DA,20187.0,1277.0,7.958,0.071
SDSS J121022.08+563529.3,DA:,7168.0,,7.811,
SDSS J121027.14+502735.6,DZ,12481.0,618.0,7.778,0.105
SDSS J121027.98+511625.4,DA,8275.0,,8.54,
SDSS J121029.29+283227.8,DB,14775.0,,8.56,
SDSS J121031.40+214430.1,DB,24849.0,,8.01,
SDSS J121032.07+561912.0,DA,7666.0,,7.199,
SDSS J121033.23+221402.6,DAH,12636.0,152.0,8.437,0.012
SDSS J121037.44+140644.4,DQpec,5419.0,23.0,8.031,0.174
SDSS J121037.49+193200.6,DB,19016.0,,8.11,
SDSS J121038.12+125350.8,DA,7863.0,211.0,8.44,0.26
SDSS J121038.14+061031.8,DA,9954.0,212.0,7.74,0.25
SDSS J121040.10+524300.9,DA,15637.09599353726,494.7152616664704,8.490233754972527,0.1450611568206419
SDSS J121041.19+334731.4,DA,12561.0,,8.096,
SDSS J121045.90+115425.1,DA,8219.0,68.0,4.99,0.4
SDSS J121047.83+552046.9,DA,11880.0,340.0,8.26,0.11
SDSS J121048.44+055348.2,DBZA,9391.0,558.0,7.6864,
SDSS J121049.71+274848.3,DA,17870.0,,7.991,
SDSS J121050.42+433214.1,DZ,7926.0,783.0,8.0,
SDSS J121051.66+313659.9,DZ,9121.0,275.0,8.1161,
SDSS J121052.25+385225.6,DA,,,,
SDSS J121052.88+183752.6,DA,14337.0,,8.706,
SDSS J121105.25-004628.5,DA,23770.0,760.0,9.11,0.12
SDSS J121105.57-021844.0,DA,16716.0,599.0,7.89,0.131
SDSS J121106.43+232623.0,DZ,6609.0,164.0,8.663,0.384
SDSS J121108.46+053249.7,DB,15802.0,,8.02,
SDSS J121110.30+203429.0,DA,19261.0,,7.891,
SDSS J121110.49+281525.8,DC,7062.0,60.0,8.215,0.035
SDSS J121111.21+190046.3,DA,9421.0,,7.863,
SDSS J121112.44+154931.9,DA,14933.0,,8.454,
SDSS J121112.67+520715.8,DA,14178.0,,7.953,
SDSS J121112.77+110619.0,DAZ,7535.0,,6.187,
SDSS J121114.19+104657.1,DA,7356.0,56.0,7.988,0.02
SDSS J121114.92+424751.7,DA,19827.0,,8.017,
SDSS J121115.12+630328.8,DA,9629.0,,8.029,
SDSS J121117.11+532037.6,DA,12720.0,,7.951,
SDSS J121117.98+020434.0,DA,9875.024613342675,199.45208847872507,8.366647242707412,0.0783817950870524
SDSS J121119.01+244229.4,DA,17512.0,700.0,7.78,0.165
SDSS J121124.22+392427.7,DA,10585.0,,7.747,
SDSS J121125.80+144049.1,DA,10167.0,165.0,8.23,0.16
SDSS J121128.32+291441.6,DA,7956.0,,7.742,
SDSS J121129.61+353222.5,DC,,,,
SDSS J121132.25+062017.6,DA,,,,
SDSS J121132.27+321148.4,DA,11349.0,207.0,8.24,0.131
SDSS J121132.48+361126.3,DA,,,,
SDSS J121133.01+190727.3,DB,14049.0,,7.75,
SDSS J121135.18+205340.8,DA,6733.0,29.0,7.186,0.021
SDSS J121135.65+181040.3,DB,39482.0,2622.0,8.33,0.29
SDSS J121142.20+381823.8,DA,19246.0,,8.078,
SDSS J121142.75+105020.0,DA,9757.0,43.0,7.88,0.05
SDSS J121149.31+044051.0,DC,8548.0,,8.25,
SDSS J121153.27+200235.5,DA,10449.0,,8.226,
SDSS J121156.85+041113.9,DA,34821.0,457.0,7.81,0.08
SDSS J121158.11+683116.8,DA:,10412.0,324.0,8.706,0.282
SDSS J121159.41+095809.8,DA,9245.0,,8.061,
SDSS J121200.26+013439.9,DA,10490.0,288.0,7.77,0.41
SDSS J121202.58+270742.4,DA,6896.0,,7.632,
SDSS J121205.11+140801.8,DA,18279.0,,8.29,
