wdid,spectype,teff,logg,Dlogg,mass,Dmass
Gaia DR3 6249406354619033216,DC:,7342.0,7.82,0.073,0.473,0.057
Gaia DR3 6251146503567984640,DC,8935.0,7.87,0.092,0.504,0.074
Gaia DR3 6252586726360783616,DC,9480.0,7.819,0.068,0.478,0.052
Gaia DR3 6252781859616820352,DC:,8031.0,7.981,0.092,0.565,0.079
Gaia DR3 6252972826740642560,DC,10615.0,8.223,0.145,0.721,0.131
Gaia DR3 6256504904765330304,DC,9751.0,7.968,0.047,0.561,0.039
Gaia DR3 6258956609536929920,DC:,6629.0,7.699,0.089,0.411,0.063
Gaia DR3 6264915069205806592,DC:,10257.0,7.645,0.122,0.397,0.083
Gaia DR3 627547876461156224,DC,,,,,
Gaia DR3 6281214332656300928,DC:,9400.0,7.964,0.175,0.558,0.152
Gaia DR3 6282947540938508160,DC:,6885.0,7.81,0.097,0.467,0.076
Gaia DR3 6283171983045181824,DC,9311.0,7.635,0.113,0.389,0.077
Gaia DR3 628426042654160000,DC:,10271.0,7.852,0.104,0.498,0.082
Gaia DR3 6286755768180254080,DC:,10952.0,7.751,0.128,0.448,0.095
Gaia DR3 6287181592713737728,DC,10185.0,7.989,0.088,0.574,0.076
Gaia DR3 6288228598365367040,DC,9756.0,8.21,0.13,0.711,0.118
Gaia DR3 6290193803601217024,DC:,7011.0,7.717,0.133,0.42,0.099
Gaia DR3 6295629033174490752,DC:,7094.0,7.187,0.1,0.225,0.041
Gaia DR3 629782462046141568,DC,,,,,
Gaia DR3 6307320209033338880,DC,7153.0,7.568,0.091,0.353,0.058
Gaia DR3 6309419417248023296,DC:,8215.0,7.626,0.097,0.382,0.064
Gaia DR3 631135033146847360,DC,,,,,
Gaia DR3 6313498571027159040,DC:,7501.0,8.157,0.101,0.673,0.092
Gaia DR3 6314577569892122624,DC:,10049.0,8.001,0.077,0.581,0.066
Gaia DR3 6314926085013550848,DC,11651.0,7.967,0.053,0.565,0.043
Gaia DR3 6315621624901364480,DC:,7638.0,8.138,0.081,0.661,0.074
Gaia DR3 6320276476096772096,DC:,7554.0,7.998,0.114,0.574,0.1
Gaia DR3 6320699719353982592,DC:,6202.0,7.905,0.114,0.517,0.096
Gaia DR3 6321702851916343936,DC,9733.0,7.943,0.114,0.547,0.096
Gaia DR3 6326694325468024832,DC,7178.0,7.857,0.062,0.493,0.049
Gaia DR3 6329588995986777344,DC:,10077.0,7.976,0.105,0.567,0.089
Gaia DR3 6329683450908068480,DC:,9106.0,8.037,0.116,0.601,0.102
Gaia DR3 6330086284481117824,DC:,9984.0,8.036,0.052,0.602,0.045
Gaia DR3 6331013589394070528,DC,7466.0,7.803,0.08,0.465,0.061
Gaia DR3 6331687998044199168,DC,10378.0,7.954,0.046,0.555,0.038
Gaia DR3 6332754146365576320,DC:,12855.0,7.904,0.091,0.531,0.074
Gaia DR3 6333158392983757568,DC,9468.0,7.959,0.069,0.555,0.058
Gaia DR3 6335242104957309056,DC:,10881.0,7.971,0.088,0.565,0.074
Gaia DR3 6335807283998084864,DC,8692.0,8.378,0.079,0.821,0.071
Gaia DR3 6336025850588231552,DC,8495.0,7.924,0.064,0.533,0.053
Gaia DR3 6337655185087013120,DC,10735.0,8.21,0.045,0.712,0.041
Gaia DR3 6337717449227583104,DC,11302.0,8.046,0.093,0.611,0.081
Gaia DR3 6341240039670616832,DC,10445.0,7.808,0.125,0.475,0.097
Gaia DR3 6341374420606678528,DC,9857.0,7.91,0.089,0.528,0.073
Gaia DR3 6342790458441059200,DC,10306.0,8.023,0.138,0.595,0.121
Gaia DR3 6343238848730622848,DC:,8920.0,8.068,0.098,0.62,0.086
Gaia DR3 6343623132340658944,DC,9257.0,8.186,0.051,0.695,0.046
Gaia DR3 6343867838101650688,DC,8065.0,7.942,0.059,0.542,0.049
Gaia DR3 6344840665372880384,DC:,9954.0,8.219,0.053,0.717,0.048
Gaia DR3 6345054352882146688,DC,7828.0,8.207,0.063,0.706,0.058
Gaia DR3 6345954887266396160,DC:,22250.0,8.434,0.028,0.871,0.024
Gaia DR3 6346039652738243456,DC:,7626.0,8.138,0.097,0.661,0.089
Gaia DR3 634683535126819328,DC,,,,,
Gaia DR3 6346924377346497664,DC:,12253.0,8.003,0.074,0.586,0.063
Gaia DR3 6347273987685800832,DC,9788.0,7.977,0.052,0.567,0.043
Gaia DR3 6348661880596597248,DC,9666.0,7.729,0.086,0.434,0.062
Gaia DR3 6349987174361356416,DC:,7317.0,7.436,0.056,0.303,0.029
Gaia DR3 6350490613247775616,DC:,9558.0,7.281,0.058,0.265,0.023
Gaia DR3 6351430004199395712,DC:,7589.0,7.671,0.088,0.4,0.061
Gaia DR3 6351677394315316608,DC:,8837.0,7.626,0.111,0.384,0.074
Gaia DR3 6352872666533615488,DC,7702.0,7.937,0.043,0.539,0.035
Gaia DR3 6353895590304500352,DC,7324.0,7.333,0.045,0.269,0.02
Gaia DR3 6355798913652536960,DC,9947.0,7.854,0.081,0.498,0.064
Gaia DR3 6357066444400560000,DC:,10522.0,7.929,0.118,0.541,0.098
Gaia DR3 6357311635493004160,DC:,7087.0,8.077,0.049,0.622,0.043
Gaia DR3 6357591701720377344,DC,8556.0,8.075,0.08,0.623,0.071
Gaia DR3 6358401393251939328,DC:,10107.0,7.925,0.082,0.537,0.068
Gaia DR3 6358424929672667264,DC:,7026.0,7.929,0.089,0.533,0.074
Gaia DR3 6358426265406223872,DC:,8275.0,8.215,0.072,0.712,0.066
Gaia DR3 635855820680127232,DC,,,,,
Gaia DR3 6360306434584965504,DC,7082.0,7.796,0.098,0.46,0.076
Gaia DR3 6360628179174929792,DC:,12197.0,7.862,0.111,0.508,0.087
Gaia DR3 6361655702855369984,DC,8254.0,8.223,0.058,0.717,0.054
Gaia DR3 6362002633133703808,DC:,9506.0,7.618,0.114,0.383,0.075
Gaia DR3 6362378940988194816,DC:,7928.0,8.011,0.064,0.583,0.056
Gaia DR3 6362537167583176704,DC,5996.0,7.805,0.06,0.461,0.047
Gaia DR3 6362819364115218944,DC:,6883.0,7.672,0.086,0.399,0.059
Gaia DR3 6362889767218580224,DC:,9679.0,7.613,0.132,0.381,0.088
Gaia DR3 636413346089804800,DC,,,,,
Gaia DR3 6364358749114141184,DC:,7028.0,8.152,0.054,0.669,0.05
Gaia DR3 6364379605474144640,DC:,8610.0,7.379,0.091,0.289,0.046
Gaia DR3 636507762356382720,DC,,,,,
Gaia DR3 6366367011397900928,DC:,7498.0,8.136,0.042,0.66,0.038
Gaia DR3 636693889058646784,DC,,,,,
Gaia DR3 6367779776464273792,DC:,10745.0,7.844,0.112,0.495,0.088
Gaia DR3 6368231091626592384,DC:,10060.0,7.793,0.071,0.467,0.052
Gaia DR3 6370291168398120960,DC:,10710.0,7.813,0.095,0.479,0.072
Gaia DR3 6370544743264670080,DC:,5676.0,7.94,0.121,0.535,0.104
Gaia DR3 6371492380553714176,DC,6601.0,8.102,0.064,0.637,0.057
Gaia DR3 6371869345540275456,DC:,8435.0,8.137,0.106,0.662,0.096
Gaia DR3 6371888449553324416,DC:,6741.0,8.171,0.088,0.681,0.08
Gaia DR3 6372367832327825408,DC,9784.0,7.931,0.104,0.54,0.087
Gaia DR3 6373119623403425920,DC:,7578.0,8.261,0.077,0.742,0.071
Gaia DR3 6374102934693186560,DC,7590.0,8.002,0.143,0.577,0.124
Gaia DR3 6374348636885284224,DC:,10307.0,7.894,0.026,0.521,0.02
Gaia DR3 6374794110893191808,DC,6183.0,8.069,0.063,0.614,0.057
Gaia DR3 6374825554350896640,DC:,8381.0,7.829,0.151,0.481,0.121
Gaia DR3 6375248862031267584,DC,6371.0,7.356,0.057,0.272,0.027
Gaia DR3 6381277346846156416,DC:,7335.0,7.987,0.049,0.567,0.042
Gaia DR3 6382844116555842688,DC,8710.0,8.039,0.056,0.601,0.049
Gaia DR3 6384777470314851968,DC:,9703.0,8.081,0.111,0.629,0.098
Gaia DR3 6386641864078096768,DC:,9811.0,7.915,0.163,0.531,0.137
Gaia DR3 6387365445809386368,DC:,9240.0,8.024,0.156,0.593,0.138
Gaia DR3 6387534392641832704,DC,7312.0,7.799,0.109,0.462,0.085
Gaia DR3 6389323405435506432,DC,8055.0,7.997,0.053,0.574,0.046
Gaia DR3 639052582019131520,DC,,,,,
Gaia DR3 6390740740347192832,DC,8854.0,8.25,0.104,0.736,0.095
Gaia DR3 6391093924097779712,DC,8808.0,7.903,0.133,0.522,0.11
Gaia DR3 6392709935608226560,DC:,6384.0,8.072,0.053,0.617,0.047
Gaia DR3 6392790951575938304,DC,9736.0,8.009,0.04,0.585,0.035
Gaia DR3 6393220929341747200,DC,10102.0,8.062,0.074,0.618,0.065
Gaia DR3 6395145177770664448,DC,9861.0,8.178,0.082,0.691,0.073
Gaia DR3 6396128244244678400,DC:,10214.0,7.769,0.146,0.455,0.112
Gaia DR3 6397155153745072128,DC:,5174.0,7.522,0.064,0.337,0.039
Gaia DR3 6398486868484233984,DC:,10706.0,8.068,0.108,0.622,0.096
Gaia DR3 6399620744147931648,DC,9300.0,8.075,0.121,0.624,0.108
Gaia DR3 6399714576296818176,DC:,10467.0,8.086,0.124,0.633,0.111
Gaia DR3 64009654256059008,DC,7638.0,8.06,0.054,0.612,0.048
Gaia DR3 6401110303228170496,DC:,6172.0,7.961,0.106,0.549,0.091
Gaia DR3 6401745442992545280,DC:,6728.0,7.604,0.046,0.367,0.03
Gaia DR3 6401875872558652160,DC:,6427.0,8.096,0.071,0.632,0.064
Gaia DR3 6402004932032732800,DC:,11410.0,8.355,0.105,0.809,0.093
Gaia DR3 6403309017246003584,DC:,10639.0,7.835,0.141,0.49,0.112
Gaia DR3 6406331712150056960,DC,7269.0,7.956,0.099,0.549,0.084
Gaia DR3 6406708024300813056,DC:,7753.0,7.794,0.108,0.461,0.083
Gaia DR3 640744940867547008,DC:,10847.0,7.272,0.133,0.268,0.058
Gaia DR3 6407776436069196288,DC,9462.0,7.786,0.12,0.461,0.092
Gaia DR3 6408239708421709440,DC,10274.0,7.649,0.083,0.399,0.055
Gaia DR3 6409061765161862144,DC:,7090.0,7.66,0.151,0.393,0.106
Gaia DR3 6409163852241918464,DC,9272.0,8.012,0.105,0.586,0.091
Gaia DR3 6409507720206340480,DC,11079.0,8.17,0.072,0.687,0.065
Gaia DR3 6411068545681795712,DC:,6871.0,8.192,0.089,0.695,0.082
Gaia DR3 6412497468417039616,DC,8670.0,8.348,0.051,0.801,0.046
Gaia DR3 6413364291601259520,DC:,9967.0,7.796,0.094,0.468,0.072
Gaia DR3 6414987754880021120,DC:,9756.0,7.654,0.126,0.399,0.087
Gaia DR3 6415593040326264192,DC:,6623.0,8.041,0.103,0.598,0.092
Gaia DR3 6416653274477122560,DC:,9530.0,8.223,0.151,0.72,0.136
Gaia DR3 64178940390083456,DC:,8899.0,8.064,0.087,0.617,0.077
Gaia DR3 6420517443673120128,DC:,7036.0,7.231,0.087,0.237,0.037
Gaia DR3 6420524964155922176,DC:,10782.0,8.015,0.056,0.591,0.048
Gaia DR3 6421075407164060800,DC,8453.0,8.224,0.046,0.718,0.043
Gaia DR3 642134135154038528,DC,9187.0,7.987,0.058,0.571,0.049
Gaia DR3 6422104515688162688,DC,10048.0,8.299,0.121,0.77,0.109
Gaia DR3 6422748073588169856,DC,9687.0,8.018,0.079,0.591,0.067
Gaia DR3 6423238700589167744,DC:,9773.0,8.15,0.109,0.672,0.099
Gaia DR3 6424154937373012608,DC,8104.0,8.099,0.099,0.637,0.089
Gaia DR3 6424480182359059456,DC,8966.0,8.116,0.107,0.649,0.097
Gaia DR3 6424877277855431680,DC:,9905.0,8.112,0.128,0.649,0.114
Gaia DR3 6426610211259218560,DC:,8687.0,8.065,0.099,0.617,0.088
Gaia DR3 6427154576892719744,DC:,6771.0,7.788,0.117,0.455,0.089
Gaia DR3 6429837690204305536,DC,10117.0,8.043,0.093,0.607,0.08
Gaia DR3 6430120608290484480,DC,8587.0,8.059,0.098,0.613,0.087
Gaia DR3 6430333020193631744,DC,10238.0,7.983,0.044,0.571,0.037
Gaia DR3 6432395016812143872,DC:,8284.0,8.18,0.056,0.69,0.05
Gaia DR3 6432707140674651776,DC:,8412.0,8.058,0.038,0.613,0.033
Gaia DR3 6433652003419476096,DC:,11148.0,8.067,0.124,0.623,0.106
Gaia DR3 6434632561631568384,DC,9498.0,8.057,0.067,0.614,0.058
Gaia DR3 6434935953823160192,DC,7957.0,8.023,0.067,0.59,0.058
Gaia DR3 6435144899690564864,DC,7934.0,7.924,0.119,0.532,0.101
Gaia DR3 6435518007791157504,DC:,6899.0,8.314,0.072,0.776,0.066
Gaia DR3 6435819239623265792,DC:,7807.0,7.937,0.081,0.539,0.067
Gaia DR3 6436472010225538944,DC,7271.0,8.09,0.062,0.63,0.056
Gaia DR3 6436960360888894592,DC,7416.0,7.73,0.106,0.428,0.078
Gaia DR3 6438449752468236288,DC:,10625.0,7.986,0.081,0.574,0.068
Gaia DR3 6438638009474199040,DC:,10051.0,7.98,0.155,0.569,0.134
Gaia DR3 6439628016617066496,DC:,5532.0,7.897,0.07,0.51,0.057
Gaia DR3 6439806068779876736,DC:,7479.0,7.457,0.092,0.311,0.051
Gaia DR3 6440393448506892672,DC,11047.0,8.198,0.067,0.705,0.06
Gaia DR3 6441211352015754112,DC,10424.0,7.884,0.04,0.515,0.032
Gaia DR3 6442332849579449600,DC:,7015.0,8.23,0.052,0.72,0.048
Gaia DR3 6443269015012356608,DC,8637.0,8.015,0.066,0.587,0.056
Gaia DR3 6444862963273977728,DC,9437.0,7.443,0.109,0.314,0.06
Gaia DR3 6445191408014565504,DC:,7697.0,8.254,0.088,0.737,0.08
Gaia DR3 6445958935849551488,DC,8877.0,7.98,0.067,0.566,0.057
Gaia DR3 6447863667946689024,DC,9574.0,7.948,0.084,0.549,0.07
Gaia DR3 6447955580245441024,DC,9195.0,7.883,0.132,0.512,0.109
Gaia DR3 6448181907841789056,DC:,8125.0,7.584,0.08,0.363,0.051
Gaia DR3 6449469779555740672,DC,10241.0,8.102,0.066,0.643,0.058
Gaia DR3 6449695424252735104,DC,8530.0,8.038,0.039,0.6,0.034
Gaia DR3 6449738850666799488,DC,9994.0,7.976,0.028,0.566,0.023
Gaia DR3 6449893435129800064,DC:,7208.0,8.039,0.103,0.598,0.092
Gaia DR3 6449968133201220736,DC:,10103.0,7.895,0.072,0.521,0.058
Gaia DR3 645069281444511488,DC,,,,,
Gaia DR3 6451405435417466752,DC:,7136.0,8.033,0.101,0.594,0.09
Gaia DR3 6451732097745253632,DC:,6666.0,7.919,0.066,0.526,0.055
Gaia DR3 6452765118983543168,DC:,7409.0,8.081,0.1,0.625,0.089
Gaia DR3 6452856520183765504,DC,9058.0,8.161,0.04,0.678,0.036
Gaia DR3 6453108097891987584,DC,8820.0,8.023,0.055,0.592,0.047
Gaia DR3 6453653803552634752,DC,10304.0,8.034,0.101,0.601,0.089
Gaia DR3 6454003070294267520,DC:,7799.0,7.521,0.114,0.337,0.069
Gaia DR3 6454220906738977152,DC,10092.0,8.156,0.131,0.677,0.118
Gaia DR3 6455522281828707584,DC:,10568.0,8.593,0.091,0.964,0.072
Gaia DR3 6456717313530136832,DC,6914.0,8.266,0.058,0.744,0.053
Gaia DR3 6456850320077397120,DC:,9115.0,8.244,0.091,0.732,0.083
Gaia DR3 6456927766926589696,DC:,4565.0,7.07,0.109,0.182,0.039
Gaia DR3 6456957178862858880,DC,7751.0,7.981,0.055,0.564,0.048
Gaia DR3 645764035354449536,DC:,8147.0,8.043,0.102,0.602,0.09
Gaia DR3 6457692649062231424,DC,7104.0,8.013,0.1,0.582,0.088
Gaia DR3 6458028034468826112,DC:,16563.0,8.836,0.104,1.11,0.061
Gaia DR3 6458028859102552704,DC:,8406.0,7.966,0.15,0.557,0.13
Gaia DR3 6458400665831592320,DC:,6319.0,8.015,0.082,0.582,0.072
Gaia DR3 6458700149606803456,DC,7852.0,8.056,0.019,0.61,0.017
Gaia DR3 6458750757205298304,DC:,9433.0,7.992,0.124,0.574,0.108
Gaia DR3 6458815009916085632,DC,11034.0,7.94,0.061,0.548,0.05
Gaia DR3 6459425926064596096,DC,8933.0,7.935,0.105,0.541,0.087
Gaia DR3 6461701365378344576,DC:,10446.0,8.108,0.13,0.647,0.117
Gaia DR3 6462531634096343168,DC,8079.0,7.741,0.119,0.435,0.089
Gaia DR3 6464010580314652928,DC,8960.0,8.373,0.061,0.818,0.055
Gaia DR3 6464574423621803648,DC,10279.0,8.101,0.092,0.642,0.082
Gaia DR3 6465542891501713408,DC:,11021.0,8.692,0.051,1.025,0.038
Gaia DR3 6465761724380438272,DC,9147.0,8.468,0.07,0.882,0.06
Gaia DR3 6466635629966025600,DC,9132.0,8.041,0.088,0.603,0.077
Gaia DR3 6466856906681920768,DC:,8535.0,7.942,0.137,0.543,0.118
Gaia DR3 6467159890854513024,DC:,6849.0,7.642,0.086,0.384,0.059
Gaia DR3 646987963594522112,DC,,,,,
Gaia DR3 6470430113312984448,DC:,4609.0,7.117,0.074,0.195,0.028
Gaia DR3 6472891095215502976,DC:,8827.0,7.933,0.126,0.539,0.107
Gaia DR3 6473590281530879104,DC:,9991.0,8.004,0.106,0.583,0.091
Gaia DR3 6473683465140286848,DC:,6632.0,8.068,0.086,0.615,0.077
Gaia DR3 6474312454510860672,DC,8543.0,8.284,0.048,0.758,0.045
Gaia DR3 6474521847052793216,DC:,8299.0,7.945,0.133,0.544,0.114
Gaia DR3 6476085696185807360,DC:,10932.0,7.834,0.163,0.49,0.13
Gaia DR3 6476723442993026560,DC,9415.0,7.982,0.11,0.569,0.094
Gaia DR3 6476767530833229184,DC,9321.0,8.121,0.064,0.653,0.057
Gaia DR3 6477416719434024960,DC,8189.0,8.019,0.085,0.588,0.074
Gaia DR3 6477490867749224448,DC,10051.0,7.887,0.127,0.516,0.103
Gaia DR3 6478695764990670720,DC,8334.0,7.904,0.115,0.522,0.095
Gaia DR3 6479476688828560640,DC:,7888.0,8.106,0.092,0.641,0.083
Gaia DR3 6479787678819901568,DC,10098.0,7.887,0.034,0.517,0.026
Gaia DR3 6482745708696336640,DC:,7766.0,7.965,0.057,0.555,0.048
Gaia DR3 6483351024208072832,DC,7493.0,8.095,0.054,0.634,0.048
Gaia DR3 6483449636656558848,DC:,9772.0,7.846,0.1,0.494,0.078
Gaia DR3 6485085405015464832,DC,10722.0,7.96,0.101,0.559,0.085
Gaia DR3 6485229196225665664,DC:,8979.0,8.127,0.059,0.657,0.052
Gaia DR3 6485815549456724736,DC,8984.0,7.465,0.041,0.32,0.022
Gaia DR3 6486186084875245056,DC,9543.0,8.005,0.073,0.582,0.063
Gaia DR3 6486339599890798976,DC,10485.0,7.982,0.055,0.571,0.046
Gaia DR3 6486884545340948992,DC,8959.0,8.142,0.042,0.666,0.038
Gaia DR3 6488549721342017792,DC,7020.0,7.847,0.076,0.487,0.06
Gaia DR3 6489293850195323520,DC,9673.0,8.105,0.063,0.644,0.056
Gaia DR3 6490153805727729920,DC,7235.0,8.003,0.05,0.576,0.043
Gaia DR3 6490704076937154432,DC:,7769.0,8.029,0.053,0.593,0.046
Gaia DR3 649263883944498688,DC:,,,,,
Gaia DR3 6494235815660797696,DC,8148.0,7.89,0.084,0.513,0.068
Gaia DR3 6495983248875515904,DC,9891.0,8.124,0.036,0.656,0.032
Gaia DR3 6496004586273038080,DC,8297.0,8.009,0.046,0.582,0.039
Gaia DR3 6496338352474703744,DC:,6647.0,8.253,0.071,0.735,0.065
Gaia DR3 6496394260065532800,DC:,10082.0,8.033,0.023,0.601,0.019
Gaia DR3 6498467183081758720,DC:,9443.0,7.806,0.136,0.471,0.107
Gaia DR3 6498498377427517568,DC:,10627.0,8.114,0.134,0.651,0.121
Gaia DR3 6498640764183660800,DC,6835.0,7.916,0.04,0.525,0.033
Gaia DR3 6499004358934682752,DC:,5552.0,7.71,0.057,0.411,0.041
Gaia DR3 6501332196849151744,DC,9999.0,8.247,0.06,0.736,0.055
Gaia DR3 6501484101256415232,DC,6253.0,7.856,0.097,0.489,0.079
Gaia DR3 6502043409073946496,DC,8866.0,8.053,0.093,0.61,0.082
Gaia DR3 6504175740076993152,DC,8586.0,8.148,0.057,0.669,0.052
Gaia DR3 6504222297523479168,DC,9224.0,8.075,0.091,0.624,0.081
Gaia DR3 6504485974155328640,DC,9478.0,8.014,0.068,0.588,0.058
Gaia DR3 6505780889614963840,DC,6886.0,7.918,0.088,0.526,0.074
Gaia DR3 6505897373425077248,DC,10217.0,8.156,0.052,0.677,0.046
Gaia DR3 6506846866138264448,DC:,7963.0,8.111,0.071,0.644,0.064
Gaia DR3 6508698340640442752,DC:,8522.0,8.161,0.076,0.677,0.07
Gaia DR3 6509818433750738304,DC:,8223.0,7.866,0.123,0.5,0.1
Gaia DR3 6511183069416152192,DC,6942.0,7.864,0.081,0.496,0.066
Gaia DR3 6513764344759588480,DC:,9452.0,7.848,0.14,0.493,0.113
Gaia DR3 6513960981248261120,DC:,7754.0,8.12,0.051,0.65,0.046
Gaia DR3 6514602786800324864,DC:,10125.0,7.966,0.136,0.561,0.116
Gaia DR3 6514696485807642368,DC:,7818.0,7.825,0.124,0.477,0.099
Gaia DR3 6514834753689403392,DC,9433.0,8.039,0.09,0.603,0.079
Gaia DR3 6515248303205872896,DC:,9326.0,7.867,0.151,0.503,0.124
Gaia DR3 6516459587061884288,DC:,10528.0,8.026,0.124,0.597,0.108
Gaia DR3 6516472613699689344,DC,7876.0,7.563,0.093,0.354,0.058
Gaia DR3 6517376098723474944,DC,8757.0,7.993,0.065,0.574,0.055
Gaia DR3 6518617069393963904,DC:,7179.0,8.019,0.052,0.586,0.045
Gaia DR3 6519628413933299712,DC,9007.0,7.132,0.093,0.224,0.033
Gaia DR3 6519669237601859584,DC,9788.0,8.021,0.06,0.593,0.051
Gaia DR3 6521227103839554432,DC,7719.0,7.934,0.083,0.537,0.07
Gaia DR3 6521371556477179648,DC:,9791.0,8.063,0.135,0.618,0.12
Gaia DR3 6522675469891575296,DC,8558.0,8.154,0.12,0.673,0.109
Gaia DR3 6522906298613923200,DC,8709.0,8.065,0.079,0.617,0.07
Gaia DR3 6524813543270748800,DC,10005.0,7.688,0.129,0.416,0.091
Gaia DR3 6525215410471118336,DC,8857.0,8.035,0.077,0.599,0.067
Gaia DR3 6525998060888391040,DC,10254.0,7.966,0.074,0.561,0.062
Gaia DR3 6527897089266179200,DC,6810.0,7.95,0.088,0.544,0.075
Gaia DR3 6528585173092434432,DC,6615.0,7.608,0.084,0.369,0.055
Gaia DR3 6530319790124876544,DC:,8826.0,8.291,0.088,0.763,0.08
Gaia DR3 6530455511090647168,DC,9851.0,8.028,0.046,0.597,0.04
Gaia DR3 6531118104284704896,DC:,7101.0,7.895,0.082,0.514,0.067
Gaia DR3 6532143158360026240,DC,8957.0,8.058,0.065,0.613,0.057
Gaia DR3 6535423448222423680,DC:,8080.0,7.974,0.095,0.561,0.081
Gaia DR3 6539444229100620288,DC,8309.0,8.077,0.062,0.624,0.055
Gaia DR3 6539468590159351680,DC:,8964.0,8.361,0.052,0.81,0.047
Gaia DR3 6540282641077526272,DC,8762.0,8.093,0.048,0.634,0.043
Gaia DR3 6540452133371199360,DC:,10552.0,8.104,0.122,0.645,0.109
Gaia DR3 6543651059373475328,DC,9592.0,7.975,0.039,0.565,0.032
Gaia DR3 6543884327636221312,DC:,10315.0,7.826,0.137,0.485,0.107
Gaia DR3 6545201576926378496,DC,8726.0,8.091,0.049,0.633,0.043
Gaia DR3 6545939246149335168,DC:,9122.0,7.887,0.114,0.514,0.093
Gaia DR3 6549339249634871552,DC:,9754.0,8.146,0.06,0.67,0.053
Gaia DR3 6550573000465344640,DC,9101.0,7.236,0.043,0.25,0.017
Gaia DR3 6551247275971586048,DC:,6480.0,8.064,0.087,0.612,0.078
Gaia DR3 6553194098747458688,DC:,6635.0,8.021,0.104,0.586,0.092
Gaia DR3 6556869903558115712,DC:,7998.0,8.055,0.107,0.609,0.096
Gaia DR3 6558431416228347136,DC,10546.0,8.135,0.119,0.664,0.107
Gaia DR3 6558793194209219712,DC,9425.0,8.126,0.115,0.657,0.103
Gaia DR3 6560086834062632960,DC:,10540.0,8.098,0.041,0.641,0.036
Gaia DR3 6560280176310754304,DC,7010.0,7.907,0.065,0.52,0.053
Gaia DR3 6561257264191060992,DC,7021.0,8.021,0.066,0.587,0.058
Gaia DR3 6562180029323799296,DC:,7354.0,8.174,0.045,0.684,0.041
Gaia DR3 6562271082631236608,DC,7364.0,7.474,0.067,0.317,0.037
Gaia DR3 6564479726613660416,DC:,9961.0,8.325,0.11,0.787,0.099
Gaia DR3 6564935749060942976,DC:,7782.0,8.215,0.068,0.712,0.062
Gaia DR3 6565173518450866432,DC,9694.0,8.09,0.119,0.635,0.105
Gaia DR3 6565468325006236800,DC:,6929.0,7.806,0.114,0.465,0.089
Gaia DR3 6565948674147594496,DC,9938.0,8.239,0.077,0.73,0.07
Gaia DR3 6566919302396655488,DC,11335.0,8.167,0.053,0.686,0.048
Gaia DR3 6567301386984782976,DC:,7244.0,8.048,0.074,0.604,0.065
Gaia DR3 6567320314903467648,DC:,8284.0,7.866,0.146,0.501,0.119
Gaia DR3 6567808017029503488,DC,7803.0,8.096,0.07,0.635,0.062
Gaia DR3 6568246481651113344,DC:,8761.0,8.176,0.104,0.687,0.095
Gaia DR3 656939024862789888,DC,,,,,
Gaia DR3 6569728009147105408,DC,7829.0,7.502,0.074,0.329,0.043
Gaia DR3 6570045454473204608,DC:,9446.0,8.063,0.062,0.617,0.055
Gaia DR3 6572441633906771712,DC,8226.0,8.288,0.064,0.76,0.059
Gaia DR3 6572976924270927616,DC:,9557.0,8.26,0.078,0.744,0.07
Gaia DR3 6573666214982365568,DC:,8227.0,7.986,0.074,0.568,0.064
Gaia DR3 6573947793038277376,DC,8295.0,8.012,0.039,0.584,0.033
Gaia DR3 6575062633405527424,DC,8493.0,8.052,0.077,0.608,0.069
Gaia DR3 6576665648343585152,DC:,5623.0,7.983,0.072,0.575,0.063
Gaia DR3 6577968535262546560,DC,9374.0,8.045,0.052,0.606,0.046
Gaia DR3 6578142842215284736,DC:,11280.0,7.711,0.151,0.43,0.11
Gaia DR3 6579081550267283328,DC:,6275.0,8.088,0.075,0.627,0.068
Gaia DR3 6579984318033117312,DC:,8132.0,7.965,0.086,0.556,0.073
Gaia DR3 6580245074087872000,DC,6292.0,7.641,0.058,0.382,0.039
Gaia DR3 6581108087636913024,DC:,7180.0,8.178,0.059,0.686,0.055
Gaia DR3 6581791674631632768,DC,10001.0,7.988,0.056,0.573,0.047
Gaia DR3 6582455436056822272,DC:,8357.0,7.938,0.08,0.541,0.066
Gaia DR3 658319672165424256,DC:,8872.0,7.986,0.122,0.57,0.106
Gaia DR3 6583599203028583808,DC:,8687.0,7.355,0.076,0.282,0.036
Gaia DR3 6585293657821667584,DC,8927.0,8.046,0.034,0.606,0.03
Gaia DR3 6587659871267794816,DC:,9252.0,8.012,0.105,0.586,0.092
Gaia DR3 6587750855855316992,DC,8803.0,7.932,0.092,0.538,0.077
Gaia DR3 6589283094028544384,DC:,8235.0,7.36,0.087,0.281,0.043
Gaia DR3 6590473418443921408,DC,7464.0,7.265,0.096,0.249,0.042
Gaia DR3 6591442741023567360,DC:,8161.0,8.116,0.04,0.648,0.036
Gaia DR3 6591626977940828288,DC,6174.0,8.075,0.101,0.618,0.091
Gaia DR3 6592072417588819968,DC,8742.0,7.989,0.076,0.571,0.065
Gaia DR3 6593533565462518400,DC:,6518.0,7.719,0.087,0.42,0.063
Gaia DR3 6594594976435322624,DC:,7197.0,8.238,0.097,0.726,0.089
Gaia DR3 6595010587536056192,DC,7893.0,8.066,0.077,0.616,0.068
